X,Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Date_PreVern_Flowering,Date_PostVern_Flowering,Stem_number_flowering_pre,Height1_flowering_pre,Stem_number_flowering,Height1_flowering,Height2_flowering,Height3_flowering,Height4_flowering,Height5_flowering,Height6_flowering,Height7_flowering,Height8_flowering,Date_silique_pre,Date_silique,Pre_Vern_Fruited,Post_Vern_Fruited,Stem_number_silique_pre,Height1_silique_pre,Height2_silique_pre,Height3_silique_pre,Height4_silique_pre,Height5_silique_pre,Stem_number_silique,Height1_silique,Height2_silique,Height3_silique,Height4_silique,Height5_silique,Height6_silique,Height7_silique,Height8_silique,Height9_silique,Failed_silique_number,Mature_silique_number,Mature_length_siliques,Post_reproductive,Date_post_reproductive,Stem_number_PR,Height1_PR,Height2_PR,Height3_PR,Height4_PR,Height5_PR,Height6_PR,Height7_PR,Height8_PR,Stem_number_Harvest,Height1_Harvest,Height2_Harvest,Height3_Harvest,Height4_Harvest,Height5_Harvest,Width_Census1,Width_Census2,Width_Census3,Width_Census4,Width_Census5,Width_Census6,Width_Census7,Width_Census8,Width_Census9,Width_Census10,Rosette_FW,Rosette_DW,Stem_FW,Stem_DW,Bolt_Leaves_FW,Bolt_Leaves_DW,Flower_FW,Flower_DW,Root_DW,Root_Shoot,Licor_E,Licor_A,Licor_Ca,Licor_Ci,Licor_gsw,Licor_LeafArea,Licor_dryLeafMass,Licor_SLA,Q.anthocyanin,SLA_rosette_June22,Check,Resolution,Next steps
40,T1,High,High,1,40,T1_1_40,151_3,151,2975,8/11/2021,223,376,0,1,1,1,1,0,1,NA,275,NA,NA,1,153,NA,NA,NA,NA,NA,NA,NA,NA,345,0,1,NA,NA,NA,NA,NA,NA,3,140,172,320,NA,NA,NA,NA,NA,NA,27,15,361.2,1,369,2,130,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.82,81.03,29.21,33.87,29.73,45.21,45,34.75,38.92,NA,0.2653,0.0941,0.6874,0.3031,0,0,0,0,0.3005,0.756545821,0.003183277,4.039348407,649.5002667,594.7274209,0.178957912,0.344803557,0.0026,132.6167527,47.611,137.0642892,,,
41,T1,High,High,1,41,T1_1_41,210_3,210,3161.3,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
42,T1,High,High,1,42,T1_1_42,250_28,250,3133,8/17/2021,229,370,0,1,1,1,1,0,1,NA,258,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,323,0,1,NA,NA,NA,NA,NA,NA,1,120,NA,NA,NA,NA,NA,NA,NA,NA,9,8,178.2,1,332,1,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.36,56.81,47.32,46.18,29.01,35.89,36.63,34.01,25.99,NA,0.0777,0.0208,0.1184,0.0501,0,0,0,0,0.356,5.021156559,0.000965749,8.964696223,648.169871,364.3593278,0.053578573,0.769607274,0.0077,99.94899662,39.684,126.4599052,,,
43,T1,High,High,1,43,T1_1_43,107_4,107,3091,8/20/2021,232,367,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.68,79.38,34.49,20.4,25.31,33.34,39.25,16.58,NA,0.0416,0.0136,0,0,0,0,0,0,0.1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.647,105.4789616,,,
44,T1,High,High,1,44,T1_1_44,270_10,270,2553,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
45,T1,High,High,1,45,T1_1_45,270_26,270,2553,8/17/2021,229,8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,T1,High,High,1,46,T1_1_46,253_9,253,3460,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,T1,High,High,1,47,T1_1_47,157_3,157,3004,9/14/2021,257,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,T1,High,High,1,48,T1_1_48,210_3,210,3161.3,9/5/2021,248,351,0,1,1,1,1,0,1,NA,250,NA,NA,1,40,NA,NA,NA,NA,NA,NA,NA,NA,275,0,1,NA,NA,NA,NA,NA,NA,1,128,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6.4,1,310,1,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.23,70.25,50.3,30.79,48.31,41.98,31.7,28.39,NA,0.3152,0.0957,0,0,0,0,0,0,0.2671,2.791013584,0.000679235,8.719592997,648.9687419,273.3715592,0.03862637,0.430108387,0.0035,122.8881106,21.072,77.63755075,,,
49,T1,High,High,1,49,T1_1_49,200_1,200,3447,8/11/2021,223,321,1,1,0,1,0,0,1,NA,275,NA,NA,2,53,54,NA,NA,NA,NA,NA,NA,NA,307,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,308,2,45,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,98.7,NA,69.74,28.99,28.37,31.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.121,NA,,,
50,T1,High,High,1,50,T1_1_50,151_3,151,2975,8/13/2021,225,319,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.83,65.86,NA,61.33,21.43,27.18,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000703249,5.02350892,649.1760323,433.3501602,0.04022333,0.611255703,0.0047,130.0544049,12.174,NA,,,
51,T1,High,High,1,51,T1_1_51,328_2,328,3660,8/13/2021,225,374,0,1,1,1,1,0,1,NA,262,NA,NA,1,34,NA,NA,NA,NA,NA,NA,NA,NA,278,0,1,NA,NA,NA,NA,NA,NA,1,145,NA,NA,NA,NA,NA,NA,NA,NA,0,10,353.1,1,306,1,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.21,81.38,NA,61.6,42.6,42.38,41.22,43.48,19.05,NA,0.2436,0.1092,0.3051,0.1483,0,0,0,0,0.1383,0.537087379,0.001662735,11.1349027,648.2485806,434.63647,0.090957433,0.587026264,0.0056,104.8261186,17.31,95.06786254,,,
52,T1,High,High,1,52,T1_1_52,154_5,154,2992,9/22/2021,265,7,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,T1,High,High,1,53,T1_1_53,49_2,49,2935,8/11/2021,223,35,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,T1,High,High,1,54,T1_1_54,210_3,210,3161.3,9/5/2021,248,351,0,1,1,1,1,0,1,NA,243,NA,NA,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,112.4,1,310,1,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19,58.71,NA,41.91,43.55,53.51,46.12,46,30.87,NA,0.5917,0.1933,0.2024,0.0916,0,0,0,0,0.4228,1.484029484,NA,NA,NA,NA,NA,NA,NA,NA,12.64,93.40335082,,,
55,T1,High,High,1,55,T1_1_55,68_1,68,2904,9/14/2021,257,15,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,T1,High,High,1,56,T1_1_56,262_3,262,2717.292,8/17/2021,229,43,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,T1,High,High,1,57,T1_1_57,1_3,1,2989,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,T1,High,High,1,58,T1_1_58,91_2,91,2910,8/20/2021,232,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,T1,High,High,1,59,T1_1_59,50_1,50,2934,9/14/2021,257,15,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,T1,High,High,1,60,T1_1_60,83_1,83,2994,8/17/2021,229,8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,T1,High,High,1,61,T1_1_61,86_2,86,2880,8/17/2021,229,8,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
62,T1,High,High,1,62,T1_1_62,269_15,269,2800,8/13/2021,225,374,0,1,1,1,1,0,1,NA,258,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,367,0,1,NA,NA,NA,NA,NA,NA,2,80,105,NA,NA,NA,NA,NA,NA,NA,5,10,199.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,88,NA,NA,NA,4.84,93.95,85.59,104.71,41.82,35.92,37.04,31.43,23.95,NA,0.1706,0.0738,0.2135,0.1007,0,0,0,0,0.9645,5.52722063,0.002008716,9.67569928,647.6364516,494.2213648,0.114145785,0.86136373,0.0092,93.62649239,6.88,71.29822825,,,
63,T1,High,High,1,63,T1_1_63,201_2,201,3352,8/11/2021,223,376,0,1,1,1,1,0,1,NA,262,NA,NA,1,109,NA,NA,NA,NA,NA,NA,NA,NA,275,0,1,NA,NA,NA,NA,NA,NA,1,268,NA,NA,NA,NA,NA,NA,NA,NA,2,6,235.4,1,316,1,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.11,60.47,68.98,54.25,41.44,43.76,50.73,39.5,38.08,NA,0.3636,0.1221,0.2425,0.1127,0,0,0,0,0.5212,2.219761499,NA,NA,NA,NA,NA,NA,NA,NA,5.125,87.88812318,,,
64,T1,High,High,1,64,T1_1_64,259_19C,259,2759.964,8/20/2021,232,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
65,T1,High,High,1,65,T1_1_65,250_16,250,3133,9/14/2021,257,342,0,1,1,1,1,0,1,NA,232,NA,NA,1,89,NA,NA,NA,NA,NA,NA,NA,NA,331,0,1,NA,NA,NA,NA,NA,NA,1,182,NA,NA,NA,NA,NA,NA,NA,NA,9,23,580.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,175,NA,NA,NA,NA,16.08,37.14,49.92,48.71,55.02,52.28,55.86,57.06,19.45,NA,0.1178,0.0484,0.3512,0.1627,0,0,0,0,0.3156,1.495026054,NA,NA,NA,NA,NA,NA,NA,NA,0.757,102.2643884,,,
66,T1,High,High,1,66,T1_1_66,86_2,86,2880,8/11/2021,223,376,0,1,1,1,1,0,1,NA,269,NA,NA,1,162,NA,NA,NA,NA,NA,NA,NA,NA,308,0,1,NA,NA,NA,NA,NA,NA,1,510,NA,NA,NA,NA,NA,NA,NA,NA,9,12,356.9,1,316,1,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.08,55.07,37.75,40.83,30.74,51.2,50.62,43.7,29.89,NA,0.8024,0.2698,0.2233,0.08,0,0,0,0,0.7932,2.267581475,NA,NA,NA,NA,NA,NA,NA,NA,7.649,105.641737,,,
67,T1,High,High,1,67,T1_1_67,303_8,303,3570,8/11/2021,223,280,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.73,40.72,31.99,36.66,33.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
68,T1,High,High,1,68,T1_1_68,303_8,303,3570,8/13/2021,225,374,0,1,1,1,1,0,1,NA,260,NA,NA,1,52,NA,NA,NA,NA,NA,NA,NA,NA,294,0,1,NA,NA,NA,NA,NA,NA,1,195,NA,NA,NA,NA,NA,NA,NA,NA,9,4,125.1,1,306,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.87,65.58,69.12,71.97,61.19,51.43,52.05,49.41,73.15,NA,1.3667,0.4925,0.1864,0.0655,0,0,0,0,0.5777,1.035304659,NA,NA,NA,NA,NA,NA,NA,NA,23.86,126.7328699,,,
69,T1,High,High,1,69,T1_1_69,250_28,250,3133,8/17/2021,229,370,0,1,1,1,1,0,1,NA,254,NA,NA,1,56,NA,NA,NA,NA,NA,NA,NA,NA,274,0,1,NA,NA,NA,NA,NA,NA,1,103,NA,NA,NA,NA,NA,NA,NA,NA,0,6,215.8,1,302,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.13,39.61,50.95,47.13,47.39,37.85,40.02,35.32,38.83,NA,0.3577,0.1447,0.2636,0.1097,0,0,0,0,0.4149,1.630896226,0.002816842,11.12131826,646.6377742,507.3637668,0.148605085,1.041650829,0.0094,110.813918,7.487,105.8399713,,,
70,T1,High,High,1,70,T1_1_70,212_7,212,3131,8/11/2021,223,376,0,1,1,1,1,0,1,NA,267,NA,NA,1,77,NA,NA,NA,NA,NA,NA,NA,NA,308,0,1,NA,NA,NA,NA,NA,NA,1,220,NA,NA,NA,NA,NA,NA,NA,NA,0,20,343.2,1,328,2,228,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.68,58.48,60.57,28.42,31.29,31.71,37.14,32.08,36.64,NA,0.437,0.1248,0.2253,0.1076,0,0,0,0,0.5355,2.304216867,0.000508865,2.985156622,649.4980333,466.0256513,0.028588598,0.590825554,0.0047,125.7075647,14.279,129.8126147,,,
71,T1,High,High,1,71,T1_1_71,107_4,107,3091,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
72,T1,High,High,1,72,T1_1_72,200_1,200,3447,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
73,T1,High,High,1,73,T1_1_73,81_1,81,3095,8/29/2021,241,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
74,T1,High,High,1,74,T1_1_74,67_4,67,2903,8/11/2021,223,376,0,1,1,1,1,0,1,NA,263,NA,NA,1,201,NA,NA,NA,NA,NA,NA,NA,NA,351,0,1,NA,NA,NA,NA,NA,NA,2,28,85,NA,NA,NA,NA,NA,NA,NA,2,19,671.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,NA,NA,NA,NA,92.02,87.8,81.91,74.79,37.81,41.38,55.55,47.61,39.55,NA,0.5103,0.2463,0.7898,0.2909,0,0,0,0,0.3201,0.595867461,NA,NA,NA,NA,NA,NA,NA,NA,9.155,109.0528635,,,
75,T1,High,High,1,75,T1_1_75,209_5,209,2721.21,8/27/2021,239,33,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
76,T1,High,High,1,76,T1_1_76,269_15,269,2800,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
77,T1,High,High,1,77,T1_1_77,199_1,199,3502,8/27/2021,239,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
78,T1,High,High,1,78,T1_1_78,269_15,269,2800,8/13/2021,225,12,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
79,T1,High,High,1,79,T1_1_79,151_3,151,2975,8/13/2021,225,26,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
80,T1,High,High,1,80,T1_1_80,304_19A,304,3673,8/13/2021,225,278,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.04,37.01,36.38,28.79,55.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001702598,1.230429578,649.9265161,609.7924657,0.092647755,0.16530499,0.0004,413.262475,14.618,NA,,,
81,T1,High,High,1,81,T1_1_81,209_5,209,2721.21,8/27/2021,239,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
