Treatment,Temperature,CO2,Tray,Number,Full_ID,Genotype,Population,Elevation,Transplant_Date,OD_transplant,Date_first_death_observed,Status,Lifetime_Flowered,Lifetime_Fruited,Overwinter_survival,Season_survival,Pre_Vern_Flowered,Post_Vern_Flowered,Failed_silique_number,Mature_silique_number,Mature_length_siliques,total_silique_number,total_length_siliques
T2,High,Low,7,663,T2_7_663,199_1,199,3502,9/16/21,259,343,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,7,666,T2_7_666,303_8,303,3570,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,7,667,T2_7_667,199_1,199,3502,9/16/21,259,343,0,1,1,1,1,0,1,0,7,328.26,7,328.26
T2,High,Low,7,668,T2_7_668,86_2,86,2880,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,671,T2_7_671,157_3,157,3004,9/16/21,259,343,0,1,1,1,1,0,1,7,17,329.28,17,329.28
T2,High,Low,7,673,T2_7_673,83_1,83,2994,9/12/21,255,221,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,679,T2_7_679,214_7,214,2693.59,9/12/21,255,347,0,1,1,1,1,0,1,0,11,492.5,11,492.5
T2,High,Low,7,680,T2_7_680,188_2,188,3126,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,7,684,T2_7_684,328_2,328,3660,8/15/21,227,375,0,1,1,1,1,0,1,0,7,255.6,7,255.6
T2,High,Low,7,686,T2_7_686,98_7,98,3011,9/12/21,255,25,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,689,T2_8_689,162_2,162,3055,9/12/21,255,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,690,T2_8_690,83_1,83,2994,9/12/21,255,136,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,692,T2_8_692,213_1,213,2789.81,8/18/21,230,7,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,700,T2_8_700,303_8,303,3570,8/13/21,225,377,0,0,0,1,1,0,0,NA,NA,NA,0,0
T2,High,Low,8,701,T2_8_701,83_1,83,2994,9/12/21,255,277,1,0,0,1,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,702,T2_8_702,214_7,214,2693.59,9/24/21,267,27,1,0,0,0,0,0,0,NA,NA,NA,0,0
T2,High,Low,8,703,T2_8_703,303_8,303,3570,8/13/21,225,69,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,1,T3_1_1,154_5,154,2992,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,2,T3_1_2,252_4,252,3444,8/16/21,228,374,0,1,1,1,1,1,1,0,13,467.1,13,467.1
T3,Low,Low,1,3,T3_1_3,267_12,267,2498.61,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,4,T3_1_4,67_4,67,2903,8/16/21,228,52,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,5,T3_1_5,107_4,107,3091,8/16/21,228,374,0,1,1,1,1,1,1,0,10,414.3,10,414.3
T3,Low,Low,1,6,T3_1_6,188_2,188,3126,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,7,T3_1_7,257_2,257,2754.1728,9/23/21,266,28,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,8,T3_1_8,269_15,269,2800,8/20/21,232,370,0,1,1,1,1,0,1,1,19,511.4,19,511.4
T3,Low,Low,1,9,T3_1_9,66_4,66,2940,8/16/21,228,374,0,1,1,1,1,0,1,0,9,480.8,9,480.8
T3,Low,Low,1,10,T3_1_10,270_10,270,2553,8/16/21,228,375,0,1,1,1,1,1,1,0,17,586.6,17,586.6
T3,Low,Low,1,11,T3_1_11,209_5,209,2721.21,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,12,T3_1_12,250_16,250,3133,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,13,T3_1_13,210_3,210,3161.3,9/17/21,260,343,0,1,1,1,1,0,1,0,5,279.1,5,279.1
T3,Low,Low,1,14,T3_1_14,86_2,86,2880,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,15,T3_1_15,154_5,154,2992,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,16,T3_1_16,283_22,283,2890,8/19/21,231,372,0,1,1,1,1,0,1,0,6,250,6,250
T3,Low,Low,1,17,T3_1_17,107_4,107,3091,8/16/21,228,375,0,1,1,1,1,1,1,0,11,387.58,11,387.58
T3,Low,Low,1,18,T3_1_18,270_10,270,2553,8/16/21,228,375,0,1,1,1,1,1,1,0,19,593.2,19,593.2
T3,Low,Low,1,19,T3_1_19,102_5,102,3072,8/16/21,228,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,20,T3_1_20,283_22,283,2890,8/16/21,228,375,0,1,1,1,1,1,1,0,11,407.1,11,407.1
T3,Low,Low,1,21,T3_1_21,207_14B,207,3218.6,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,22,T3_1_22,303_8,303,3570,8/16/21,228,375,0,1,1,1,1,1,0,0,5,161.6,5,161.6
T3,Low,Low,1,23,T3_1_23,156_5,156,2996,8/16/21,228,375,0,1,1,1,1,1,1,0,23,1025.4,23,1025.4
T3,Low,Low,1,24,T3_1_24,46_3A,46,3009,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,25,T3_1_25,262_3,262,2717.292,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,26,T3_1_26,250_28,250,3133,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,27,T3_1_27,1_3,1,2989,8/16/21,228,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,28,T3_1_28,210_3,210,3161.3,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,29,T3_1_29,102_5,102,3072,8/16/21,228,375,0,1,1,1,1,0,1,0,12,308.9,12,308.9
T3,Low,Low,1,30,T3_1_30,91_2,91,2910,9/17/21,260,343,0,1,1,1,1,0,1,0,9,308,9,308
T3,Low,Low,1,31,T3_1_31,151_3,151,2975,8/16/21,228,375,0,1,1,1,1,0,1,0,19,810.9,19,810.9
T3,Low,Low,1,32,T3_1_32,200_1,200,3447,8/23/21,235,3,1,0,1,0,0,0,0,0,8,341.4,8,341.4
T3,Low,Low,1,33,T3_1_33,255_28,255,3341.67,9/17/21,260,343,0,1,1,1,1,0,1,0,8,452.1,8,452.1
T3,Low,Low,1,34,T3_1_34,267_12,267,2498.61,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,35,T3_1_35,91_2,91,2910,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,36,T3_1_36,154_5,154,2992,9/17/21,260,343,0,1,1,1,1,0,1,2,18,410.36,18,410.36
T3,Low,Low,1,37,T3_1_37,210_3,210,3161.3,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,38,T3_1_38,91_2,91,2910,9/17/21,260,343,0,1,1,1,1,0,1,0,12,481.13,12,481.13
T3,Low,Low,1,39,T3_1_39,207_14B,207,3218.6,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,40,T3_1_40,270_10,270,2553,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,41,T3_1_41,212_7,212,3131,8/16/21,228,375,0,1,1,1,1,1,1,0,22,803.5,22,803.5
T3,Low,Low,1,42,T3_1_42,1_3,1,2989,8/16/21,228,375,0,1,1,1,1,0,1,0,10,413.1,10,413.1
T3,Low,Low,1,43,T3_1_43,256_3,256,2734.6656,9/5/21,248,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,44,T3_1_44,303_8,303,3570,8/16/21,228,375,0,0,1,1,1,0,0,0,15,742.2,15,742.2
T3,Low,Low,1,45,T3_1_45,189_1,189,3273,8/16/21,228,375,0,1,1,1,1,0,1,1,16,592,16,592
T3,Low,Low,1,46,T3_1_46,107_4,107,3091,8/16/21,228,375,0,1,1,1,1,0,1,0,17,609.5,17,609.5
T3,Low,Low,1,47,T3_1_47,81_1,81,3095,8/16/21,228,375,0,1,0,1,1,0,1,NA,NA,NA,0,0
T3,Low,Low,1,48,T3_1_48,66_4,66,2940,8/16/21,228,375,0,1,1,1,1,0,1,0,10,537.6,10,537.6
T3,Low,Low,1,49,T3_1_49,283_11,283,2890,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,50,T3_1_50,269_15,269,2800,8/16/21,228,375,0,1,1,1,1,1,1,0,10,253.4,10,253.4
T3,Low,Low,1,51,T3_1_51,48_2,48,2951,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,52,T3_1_52,50_1,50,2934,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,53,T3_1_53,257_2,257,2754.1728,8/16/21,228,375,0,1,1,1,1,0,1,0,7,510.2,7,510.2
T3,Low,Low,1,54,T3_1_54,81_1,81,3095,8/19/21,231,372,0,1,1,1,1,0,1,0,5,191,5,191
T3,Low,Low,1,55,T3_1_55,158_2,158,3004,8/23/21,235,368,0,1,1,1,1,0,1,0,12,561.1,12,561.1
T3,Low,Low,1,56,T3_1_56,50_1,50,2934,9/17/21,260,117,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,57,T3_1_57,209_5,209,2721.21,9/17/21,260,343,0,1,1,1,1,0,1,0,3,127.2,3,127.2
T3,Low,Low,1,59,T3_1_59,86_2,86,2880,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,60,T3_1_60,200_1,200,3447,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,61,T3_1_61,328_2,328,3660,8/16/21,228,375,0,1,1,1,1,1,1,0,46,2093.11,46,2093.11
T3,Low,Low,1,62,T3_1_62,303_8,303,3570,8/16/21,228,375,0,1,1,1,1,0,1,0,5,230.6,5,230.6
T3,Low,Low,1,63,T3_1_63,199_1,199,3502,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,64,T3_1_64,66_4,66,2940,8/16/21,228,375,0,1,1,1,1,0,1,0,6,204.03,6,204.03
T3,Low,Low,1,65,T3_1_65,107_4,107,3091,8/23/21,235,100,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,66,T3_1_66,271_1,271,2708,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,67,T3_1_67,283_11,283,2890,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,68,T3_1_68,157_3,157,3004,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,69,T3_1_69,270_26,270,2553,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,70,T3_1_70,51_1,51,2929,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,71,T3_1_71,328_2,328,3660,8/16/21,228,375,0,1,1,1,1,0,1,0,10,243.73,10,243.73
T3,Low,Low,1,74,T3_1_74,185_2,185,3411,9/15/21,258,29,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,76,T3_1_76,86_2,86,2880,8/19/21,231,372,0,1,1,1,1,0,1,0,9,471,9,471
T3,Low,Low,1,77,T3_1_77,107_4,107,3091,8/23/21,235,368,0,1,1,1,1,0,1,0,5,215.1,5,215.1
T3,Low,Low,1,78,T3_1_78,250_16,250,3133,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,80,T3_1_80,328_2,328,3660,8/16/21,228,375,0,1,1,1,1,1,1,1,28,1431.16,28,1431.16
T3,Low,Low,1,81,T3_1_81,154_5,154,2992,9/17/21,260,343,0,1,1,1,1,0,1,0,13,489.5,13,489.5
T3,Low,Low,1,82,T3_1_82,211_13A,211,3121.58,8/16/21,228,375,0,1,1,1,1,0,1,0,26,1298.4,26,1298.4
T3,Low,Low,1,83,T3_1_83,259_19C,259,2759.964,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,84,T3_1_84,188_2,188,3126,8/16/21,228,375,0,1,1,1,1,0,1,0,10,377.86,10,377.86
T3,Low,Low,1,85,T3_1_85,189_1,189,3273,9/5/21,248,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,87,T3_1_87,214_7,214,2693.59,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,88,T3_1_88,194_2,194,3108,8/16/21,228,45,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,89,T3_1_89,304_19A,304,3673,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,90,T3_1_90,207_14B,207,3218.6,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,91,T3_1_91,46_3A,46,3009,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,92,T3_1_92,283_22,283,2890,8/19/21,231,372,0,1,1,1,1,0,1,0,6,180.9,6,180.9
T3,Low,Low,1,93,T3_1_93,56_3,56,3132,9/15/21,258,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,94,T3_1_94,66_4,66,2940,8/16/21,228,375,0,1,1,1,1,0,1,0,8,409.8,8,409.8
T3,Low,Low,1,95,T3_1_95,267_12,267,2498.61,8/23/21,235,100,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,1,96,T3_1_96,185_2,185,3411,9/15/21,258,345,0,1,1,1,1,0,1,0,8,286.21,8,286.21
T3,Low,Low,1,97,T3_1_97,253_9,253,3460,8/23/21,235,368,0,1,1,1,1,0,1,0,12,362.17,12,362.17
T3,Low,Low,1,98,T3_1_98,50_1,50,2934,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,99,T3_2_99,158_2,158,3004,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,100,T3_2_100,154_5,154,2992,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,101,T3_2_101,189_1,189,3273,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,102,T3_2_102,270_10,270,2553,8/19/21,231,42,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,103,T3_2_103,210_3,210,3161.3,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,104,T3_2_104,253_9,253,3460,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,105,T3_2_105,48_2,48,2951,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,106,T3_2_106,212_7,212,3131,8/23/21,235,367,0,1,1,1,1,1,1,0,14,504,14,504
T3,Low,Low,2,107,T3_2_107,263_1,263,2795.3208,9/27/21,270,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,108,T3_2_108,262_3,262,2717.292,9/17/21,260,342,0,0,0,1,1,0,0,NA,NA,NA,0,0
T3,Low,Low,2,109,T3_2_109,214_7,214,2693.59,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,110,T3_2_110,68_1,68,2904,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,111,T3_2_111,194_2,194,3108,8/16/21,228,374,0,1,1,1,1,0,1,0,13,635.1,13,635.1
T3,Low,Low,2,112,T3_2_112,213_1,213,2789.81,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,113,T3_2_113,250_28,250,3133,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,114,T3_2_114,252_4,252,3444,8/29/21,241,361,0,1,1,1,1,0,1,0,8,330.1,8,330.1
T3,Low,Low,2,115,T3_2_115,67_4,67,2903,8/16/21,228,374,0,1,1,1,1,0,1,18,13,289.6,13,289.6
T3,Low,Low,2,116,T3_2_116,151_3,151,2975,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,117,T3_2_117,269_15,269,2800,8/16/21,228,374,0,1,1,1,1,1,1,13,23,1174.1,23,1174.1
T3,Low,Low,2,118,T3_2_118,162_2,162,3055,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,119,T3_2_119,66_4,66,2940,8/16/21,228,59,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,120,T3_2_120,68_1,68,2904,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,121,T3_2_121,250_16,250,3133,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,122,T3_2_122,213_1,213,2789.81,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,123,T3_2_123,162_2,162,3055,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,124,T3_2_124,67_4,67,2903,8/16/21,228,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,125,T3_2_125,257_2,257,2754.1728,8/16/21,228,374,0,1,1,1,1,0,1,0,9,492.3,9,492.3
T3,Low,Low,2,126,T3_2_126,157_3,157,3004,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,127,T3_2_127,154_5,154,2992,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,128,T3_2_128,270_26,270,2553,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,129,T3_2_129,156_5,156,2996,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,131,T3_2_131,214_7,214,2693.59,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,132,T3_2_132,270_26,270,2553,8/23/21,235,269,1,1,0,0,0,0,1,NA,NA,NA,0,0
T3,Low,Low,2,133,T3_2_133,66_4,66,2940,8/16/21,228,374,0,1,1,1,1,0,1,0,9,460.8,9,460.8
T3,Low,Low,2,134,T3_2_134,199_1,199,3502,9/17/21,260,342,0,1,1,1,1,0,1,0,2,105.5,2,105.5
T3,Low,Low,2,135,T3_2_135,250_16,250,3133,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,136,T3_2_136,267_12,267,2498.61,8/23/21,235,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,137,T3_2_137,56_3,56,3132,9/15/21,258,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,138,T3_2_138,283_22,283,2890,8/16/21,228,52,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,140,T3_2_140,188_2,188,3126,8/16/21,228,374,0,1,1,1,1,0,1,0,4,181.1,4,181.1
T3,Low,Low,2,141,T3_2_141,46_3A,46,3009,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,143,T3_2_143,199_1,199,3502,9/17/21,260,342,0,0,1,1,1,0,0,0,4,239.6,4,239.6
T3,Low,Low,2,144,T3_2_144,201_2,201,3352,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,145,T3_2_145,91_2,91,2910,9/17/21,260,342,0,1,1,1,1,0,1,0,16,713.7,16,713.7
T3,Low,Low,2,147,T3_2_147,270_10,270,2553,8/19/21,231,14,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,148,T3_2_148,283_22,283,2890,8/19/21,231,371,0,1,1,1,1,0,1,0,7,458.6,7,458.6
T3,Low,Low,2,149,T3_2_149,255_28,255,3341.67,8/16/21,228,374,0,1,1,1,1,1,1,6,32,1423.5,32,1423.5
T3,Low,Low,2,150,T3_2_150,67_4,67,2903,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,151,T3_2_151,49_2,49,2935,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,152,T3_2_152,48_2,48,2951,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,153,T3_2_153,199_1,199,3502,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,154,T3_2_154,303_8,303,3570,8/16/21,228,374,0,1,1,1,1,0,1,0,3,162.1,3,162.1
T3,Low,Low,2,155,T3_2_155,51_1,51,2929,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,156,T3_2_156,162_2,162,3055,9/17/21,260,342,0,1,1,1,1,0,1,0,3,150.8,3,150.8
T3,Low,Low,2,159,T3_2_159,250_28,250,3133,9/23/21,266,336,0,1,1,1,1,0,1,0,8,436.3,8,436.3
T3,Low,Low,2,161,T3_2_161,267_12,267,2498.61,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,163,T3_2_163,151_3,151,2975,8/16/21,228,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,164,T3_2_164,51_1,51,2929,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,165,T3_2_165,211_13A,211,3121.58,8/16/21,228,374,0,1,1,1,1,0,1,0,9,561.8,9,561.8
T3,Low,Low,2,166,T3_2_166,259_19C,259,2759.964,9/17/21,260,20,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,167,T3_2_167,207_14B,207,3218.6,9/17/21,260,104,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,169,T3_2_169,50_1,50,2934,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,170,T3_2_170,51_1,51,2929,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,173,T3_2_173,250_16,250,3133,9/17/21,260,342,0,1,1,1,1,0,1,0,7,431,7,431
T3,Low,Low,2,174,T3_2_174,271_1,271,2708,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,175,T3_2_175,81_1,81,3095,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,176,T3_2_176,269_15,269,2800,8/16/21,228,374,0,1,1,1,1,0,1,0,7,229.9,7,229.9
T3,Low,Low,2,177,T3_2_177,189_1,189,3273,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,182,T3_2_182,66_4,66,2940,8/16/21,228,374,0,1,1,1,1,0,1,0,9,524.4,9,524.4
T3,Low,Low,2,183,T3_2_183,214_7,214,2693.59,9/17/21,260,342,0,1,1,1,1,0,1,0,8,392.9,8,392.9
T3,Low,Low,2,184,T3_2_184,262_3,262,2717.292,9/17/21,260,34,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,185,T3_2_185,56_3,56,3132,9/15/21,258,22,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,186,T3_2_186,151_3,151,2975,8/16/21,228,17,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,187,T3_2_187,189_1,189,3273,9/17/21,260,342,0,1,1,1,1,0,1,0,6,262.1,6,262.1
T3,Low,Low,2,189,T3_2_189,270_10,270,2553,8/23/21,235,367,0,1,1,1,1,0,1,1,6,183.7,6,183.7
T3,Low,Low,2,191,T3_2_191,211_13A,211,3121.58,8/16/21,228,374,0,1,1,1,1,0,1,0,7,349.4,7,349.4
T3,Low,Low,2,192,T3_2_192,49_2,49,2935,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,193,T3_2_193,213_1,213,2789.81,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,2,194,T3_2_194,207_14B,207,3218.6,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,197,T3_3_197,257_2,257,2754.1728,8/16/21,228,374,0,1,0,1,1,0,1,0,NA,NA,0,0
T3,Low,Low,3,198,T3_3_198,48_2,48,2951,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,199,T3_3_199,102_5,102,3072,8/16/21,228,374,0,1,1,1,1,0,1,0,7,187.8,7,187.8
T3,Low,Low,3,200,T3_3_200,283_22,283,2890,8/16/21,228,374,0,1,1,1,1,0,1,1,4,157.9,4,157.9
T3,Low,Low,3,204,T3_3_204,48_2,48,2951,8/16/21,228,374,0,1,1,1,1,0,1,0,14,593.2,14,593.2
T3,Low,Low,3,205,T3_3_205,212_7,212,3131,8/29/21,241,361,0,1,1,1,1,0,1,0,11,429.66,11,429.66
T3,Low,Low,3,206,T3_3_206,270_10,270,2553,8/23/21,235,3,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,207,T3_3_207,213_1,213,2789.81,8/16/21,228,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,209,T3_3_209,267_12,267,2498.61,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,210,T3_3_210,194_2,194,3108,9/5/21,248,354,0,1,1,1,1,0,1,0,3,180.9,3,180.9
T3,Low,Low,3,211,T3_3_211,283_22,283,2890,8/16/21,228,374,0,1,1,1,1,1,1,0,15,691.7,15,691.7
T3,Low,Low,3,212,T3_3_212,207_14B,207,3218.6,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,217,T3_3_217,213_1,213,2789.81,8/16/21,228,45,1,0,1,0,0,0,0,0,8,166.4,8,166.4
T3,Low,Low,3,220,T3_3_220,107_4,107,3091,8/16/21,228,374,0,1,1,1,1,1,1,0,12,578.7,12,578.7
T3,Low,Low,3,221,T3_3_221,49_2,49,2935,9/17/21,260,13,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,222,T3_3_222,158_2,158,3004,8/23/21,235,10,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,224,T3_3_224,270_10,270,2553,8/29/21,241,4,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,225,T3_3_225,185_2,185,3411,9/15/21,258,15,1,0,0,0,0,0,0,NA,NA,NA,0,0
T3,Low,Low,3,232,T3_3_232,283_22,283,2890,8/19/21,231,371,0,1,1,1,1,1,0,0,5,158.8,5,158.8
